overall,potential,wage_eur,age,height_cm,weight_kg,international_reputation,pace,shooting,passing,dribbling,defending,physic,contribution_type,league_name,club_name,name,attacking,skill,movement,power,mentality,goalkeeping
73.0,74.0,25000.0,26.0,181.0,78.0,2.0,72.0,71.0,73.0,74.0,72.5,73.0,0.0,French Ligue 1,FC Nantes,W. Cyprien,68.4,73.2,73.4,74.2,74.16666666666667,16.733333333333334
73.0,75.0,36000.0,27.0,191.0,82.0,1.0,61.0,32.0,45.0,44.0,75.25,77.0,0.0,English Premier League,Watford,W. Troost-Ekong,43.4,38.0,55.0,61.0,55.166666666666664,15.233333333333334
73.0,73.0,43000.0,27.0,180.0,69.0,1.0,78.0,66.0,71.0,74.0,61.25,68.0,1.0,English Premier League,Watford,K. Sema,61.6,70.6,74.8,67.2,62.666666666666664,16.033333333333335
73.0,75.0,19000.0,26.0,185.0,76.0,1.0,73.0,30.0,52.0,62.0,73.75,76.0,0.0,French Ligue 1,FC Nantes,J. Castelletto,47.0,50.6,66.0,63.2,57.833333333333336,17.466666666666665
73.0,75.0,12000.0,28.0,186.0,79.0,1.0,57.1,40.6,53.5,58.6,26.925,75.0,0.0,French Ligue 1,ESTAC Troyes,G. Gallon,16.8,19.2,47.4,44.2,32.333333333333336,67.16666666666667
73.0,76.0,15000.0,26.0,181.0,74.0,1.0,55.0,40.0,52.0,57.0,74.5,74.0,0.0,French Ligue 1,Stade Brestois 29,B. Chardonnet,52.4,49.8,61.2,61.4,60.333333333333336,17.349999999999998
73.0,73.0,17000.0,29.0,180.0,75.0,1.0,83.0,66.0,65.0,72.0,34.75,63.0,1.0,French Ligue 1,Clermont Foot 63,J. Dossou,63.6,61.2,75.2,68.0,51.666666666666664,17.666666666666668
73.0,75.0,20000.0,26.0,186.0,79.0,1.0,66.0,59.0,69.0,71.0,67.5,75.0,1.0,German 1. Bundesliga,SpVgg Greuther Fürth,P. Seguin,61.8,62.8,67.8,71.6,64.33333333333333,16.05
73.0,76.0,15000.0,26.0,173.0,72.0,1.0,83.0,55.0,56.0,74.0,67.75,62.0,0.0,French Ligue 1,Clermont Foot 63,A. Zedadka,57.8,58.0,78.8,56.0,56.666666666666664,16.400000000000002
73.0,77.0,16000.0,24.0,178.0,66.0,1.0,64.0,52.0,70.0,72.0,67.0,69.0,0.0,French Ligue 1,FC Nantes,Pedro Chirivella,56.8,65.2,68.4,63.6,64.83333333333333,18.016666666666666
73.0,80.0,23000.0,22.0,183.0,77.0,1.0,85.0,69.0,69.0,72.0,52.25,67.0,1.0,German 1. Bundesliga,TSG Hoffenheim,J. Bruun Larsen,66.2,71.2,77.0,68.4,62.666666666666664,15.866666666666667
73.0,73.0,22000.0,29.0,188.0,86.0,2.0,76.0,69.0,66.0,74.0,51.25,79.0,1.0,German 1. Bundesliga,1. FSV Mainz 05,K. Onisiwo,68.2,67.2,71.6,70.6,64.16666666666667,16.716666666666665
73.0,78.0,16000.0,23.0,177.0,80.0,1.0,76.0,48.0,60.0,69.0,72.0,72.0,0.0,French Ligue 1,Stade Brestois 29,R. Pierre-Gabriel,56.2,56.8,72.4,69.0,61.333333333333336,15.683333333333332
73.0,73.0,20000.0,26.0,173.0,71.0,1.0,90.0,69.0,62.0,75.0,25.75,61.0,1.0,German 1. Bundesliga,VfL Bochum 1848,T. Asano,65.8,58.4,85.2,67.8,57.833333333333336,15.549999999999999
73.0,80.0,16000.0,23.0,187.0,82.0,1.0,55.0,37.0,54.0,57.0,73.5,75.0,0.0,French Ligue 1,Stade de Reims,W. Faes,46.0,52.8,56.2,61.2,56.333333333333336,15.183333333333332
73.0,80.0,28000.0,23.0,184.0,79.0,1.0,66.0,62.0,66.0,68.0,70.25,75.0,1.0,English Premier League,Brentford,V. Janelt,60.0,61.2,67.0,72.4,66.83333333333333,13.833333333333334
73.0,81.0,17000.0,23.0,172.0,70.0,1.0,79.0,60.0,69.0,75.0,69.25,69.0,1.0,French Ligue 1,RC Strasbourg Alsace,J. Bellegarde,60.2,63.2,79.4,66.4,65.83333333333333,17.849999999999998
73.0,78.0,15000.0,24.0,175.0,64.0,1.0,86.0,43.0,62.0,70.0,68.75,69.0,1.0,French Ligue 1,Angers SCO,S. Doumbia,54.0,58.0,78.0,63.6,57.166666666666664,17.8
73.0,80.0,20000.0,23.0,180.0,75.0,1.0,86.0,59.0,66.0,74.0,64.25,70.0,0.0,German 1. Bundesliga,TSG Hoffenheim,D. Raum,62.2,62.0,79.0,68.2,61.5,15.549999999999999
73.0,79.0,18000.0,22.0,190.0,87.0,1.0,78.0,32.0,45.0,56.0,72.75,76.0,0.0,French Ligue 1,Racing Club de Lens,K. Danso,45.8,44.8,66.0,59.2,53.166666666666664,17.466666666666665
73.0,81.0,15000.0,22.0,187.0,73.0,1.0,82.0,74.0,54.0,71.0,15.75,62.0,1.0,French Ligue 1,FC Metz,I. Niane,63.8,59.4,71.8,71.4,52.5,15.4
73.0,76.0,19000.0,25.0,177.0,62.0,1.0,76.0,65.0,68.0,78.0,34.0,42.0,1.0,German 1. Bundesliga,DSC Arminia Bielefeld,M. Okugawa,68.0,68.4,77.8,53.0,57.5,15.966666666666667
73.0,83.0,26000.0,20.0,177.0,77.0,1.0,77.0,67.0,69.0,80.0,33.5,61.0,1.0,German 1. Bundesliga,Bayer 04 Leverkusen,Paulinho,62.4,71.6,76.2,65.8,58.833333333333336,17.566666666666666
73.0,84.0,26000.0,20.0,185.0,75.0,1.0,71.0,31.0,49.0,64.0,74.25,72.0,0.0,English Premier League,Crystal Palace,M. Guéhi,45.2,48.6,68.2,58.4,52.166666666666664,15.766666666666666
73.0,80.0,15000.0,23.0,188.0,76.0,1.0,72.0,75.0,60.0,73.0,21.0,60.0,1.0,French Ligue 1,Clermont Foot 63,M. Bayo,66.2,63.2,68.4,66.8,57.833333333333336,17.400000000000002
73.0,82.0,42000.0,23.0,194.0,89.0,1.0,77.0,33.0,49.0,49.0,73.75,78.0,0.0,German 1. Bundesliga,VfB Stuttgart,K. Mavropanos,47.0,43.4,61.6,57.2,53.166666666666664,16.033333333333335
73.0,80.0,14000.0,22.0,171.0,59.0,1.0,77.0,72.0,70.0,76.0,35.0,45.0,1.0,French Ligue 1,FC Lorient,A. Laurienté,65.4,75.6,76.0,62.2,55.833333333333336,17.95
73.0,79.0,12000.0,24.0,192.0,78.0,1.0,62.0,37.0,50.0,58.0,72.75,77.0,0.0,French Ligue 1,FC Metz,B. Kouyaté,48.4,48.6,58.2,70.0,49.666666666666664,14.483333333333334
73.0,83.0,14000.0,21.0,191.0,86.0,1.0,69.0,29.0,47.0,53.0,75.5,75.0,0.0,German 1. Bundesliga,Sport-Club Freiburg,N. Schlotterbeck,41.8,46.0,63.0,58.8,51.166666666666664,16.283333333333335
73.0,83.0,23000.0,20.0,171.0,63.0,1.0,91.0,50.0,65.0,77.0,67.5,68.0,0.0,German 1. Bundesliga,Bayer 04 Leverkusen,J. Frimpong,55.4,63.6,86.0,61.8,59.5,16.216666666666665
73.0,79.0,19000.0,22.0,176.0,74.0,1.0,86.0,50.0,62.0,72.0,68.25,69.0,0.0,French Ligue 1,AS Saint-Étienne,Y. Maçon,54.6,60.4,77.4,64.0,62.166666666666664,14.799999999999999
73.0,79.0,25000.0,25.0,195.0,93.0,1.0,69.7,61.7,66.8,70.8,24.775,76.8,0.0,French Ligue 1,LOSC Lille,I. Grbić,15.0,19.8,34.2,36.4,21.833333333333332,64.33333333333333
72.0,72.0,9000.0,37.0,172.0,71.0,2.0,50.0,44.0,60.0,57.0,73.0,71.0,0.0,French Ligue 1,FC Lorient,J. Morel,54.4,56.0,59.4,63.6,64.66666666666667,15.983333333333334
72.0,72.0,32000.0,32.0,190.0,83.0,1.0,35.0,37.0,55.0,53.0,74.0,71.0,0.0,English Premier League,Watford,C. Cathcart,48.2,49.4,48.2,59.6,55.0,15.333333333333334
72.0,72.0,21000.0,33.0,187.0,84.0,2.0,62.0,72.0,63.0,69.0,31.75,77.0,1.0,German 1. Bundesliga,1. FC Köln,A. Modeste,70.8,63.2,65.2,74.4,62.833333333333336,14.316666666666668
72.0,72.0,16000.0,34.0,182.0,78.0,1.0,58.0,67.0,68.0,68.0,70.25,71.0,0.0,German 1. Bundesliga,VfL Bochum 1848,R. Tesche,68.0,67.2,65.0,73.4,67.83333333333333,17.183333333333334
72.0,72.0,13000.0,31.0,187.0,78.0,1.0,61.4,44.5,55.6,61.5,28.125,72.6,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,S. Burchert,14.4,15.8,45.6,45.2,22.5,67.0
72.0,72.0,17000.0,30.0,172.0,74.0,2.0,75.0,54.0,69.0,73.0,70.5,67.0,0.0,French Ligue 1,FC Nantes,Fábio,60.8,65.4,76.2,66.0,69.83333333333333,16.849999999999998
72.0,72.0,19000.0,27.0,187.0,82.0,1.0,79.0,70.0,67.0,71.0,38.5,75.0,1.0,German 1. Bundesliga,SpVgg Greuther Fürth,H. Nielsen,69.4,60.8,71.6,73.4,63.166666666666664,18.966666666666665
72.0,72.0,35000.0,29.0,193.0,76.0,1.0,41.0,47.0,49.0,48.0,71.0,79.0,0.0,English Premier League,Brighton & Hove Albion,S. Duffy,49.4,46.0,42.4,69.0,59.333333333333336,16.599999999999998
72.0,72.0,16000.0,31.0,175.0,75.0,1.0,84.0,48.0,66.0,71.0,67.75,71.0,0.0,German 1. Bundesliga,VfL Bochum 1848,C. Gamboa,55.8,64.8,81.2,69.6,65.5,17.183333333333334
72.0,72.0,12000.0,35.0,185.0,80.0,1.0,53.0,57.0,64.0,70.0,68.75,76.0,1.0,German 1. Bundesliga,VfL Bochum 1848,A. Losilla,63.4,62.2,62.8,72.4,61.5,15.65
72.0,72.0,18000.0,31.0,181.0,79.0,2.0,64.0,47.0,65.0,66.0,69.5,72.0,0.0,German 1. Bundesliga,Sport-Club Freiburg,N. Höfler,54.0,60.8,66.0,67.4,63.0,16.466666666666665
72.0,73.0,23000.0,28.0,185.0,78.0,1.0,53.0,29.0,49.0,52.0,73.0,68.0,0.0,English Premier League,Norwich City,B. Gibson,43.2,43.8,59.2,53.4,50.5,17.716666666666665
72.0,72.0,15000.0,34.0,179.0,75.0,1.0,71.0,73.0,61.0,72.0,20.75,69.0,1.0,French Ligue 1,ESTAC Troyes,Y. Touzghar,67.6,61.0,72.6,72.8,59.0,18.133333333333333
72.0,73.0,27000.0,26.0,179.0,74.0,1.0,78.0,67.0,68.0,74.0,61.0,63.0,0.0,English Premier League,Newcastle United,J. Murphy,59.8,69.6,74.6,65.8,64.5,16.900000000000002
72.0,72.0,18000.0,31.0,187.0,86.0,1.0,59.0,48.0,59.0,62.0,72.25,75.0,0.0,German 1. Bundesliga,1. FC Köln,R. Czichos,52.8,60.0,59.4,67.4,56.333333333333336,16.133333333333333
72.0,73.0,20000.0,25.0,184.0,79.0,1.0,81.0,68.0,67.0,74.0,47.0,68.0,1.0,German 1. Bundesliga,1. FC Union Berlin,L. Öztunalı,63.4,72.2,75.0,70.2,62.833333333333336,17.55
72.0,72.0,16000.0,27.0,180.0,75.0,1.0,74.0,56.0,62.0,65.0,70.75,69.0,0.0,German 1. Bundesliga,DSC Arminia Bielefeld,C. Brunner,55.8,55.8,70.2,70.2,58.666666666666664,16.183333333333334
72.0,74.0,13000.0,27.0,195.0,81.0,1.0,41.0,33.0,52.0,56.0,72.75,72.0,0.0,French Ligue 1,Clermont Foot 63,C. Hountondji,48.6,49.8,46.8,52.0,52.5,16.650000000000002
72.0,72.0,16000.0,30.0,189.0,85.0,1.0,64.0,47.0,60.0,56.0,74.0,83.0,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,S. Griesbeck,53.6,51.6,60.0,67.4,61.166666666666664,17.016666666666666
72.0,77.0,15000.0,24.0,182.0,78.0,1.0,68.0,30.0,53.0,64.0,72.25,73.0,0.0,German 1. Bundesliga,1. FC Köln,Jorge Meré,45.2,51.8,68.2,59.6,55.166666666666664,16.8
72.0,76.0,11000.0,25.0,190.0,89.0,1.0,63.0,34.0,55.0,50.0,72.25,75.0,0.0,German 1. Bundesliga,1. FC Union Berlin,T. Baumgartl,45.4,45.4,54.6,61.4,54.0,18.650000000000002
72.0,76.0,30000.0,24.0,175.0,66.0,1.0,71.0,69.0,67.0,74.0,53.5,68.0,0.0,English Premier League,Brentford,Sergi Canós,63.8,64.4,74.8,67.0,64.16666666666667,17.566666666666666
72.0,72.0,18000.0,26.0,173.0,68.0,1.0,81.0,67.0,67.0,74.0,40.5,63.0,1.0,French Ligue 1,Stade de Reims,M. Doumbia,62.2,68.0,78.6,69.4,55.0,15.299999999999999
72.0,74.0,13000.0,27.0,185.0,82.0,1.0,51.0,27.0,44.0,51.0,72.25,80.0,0.0,French Ligue 1,FC Lorient,J. Laporte,42.4,42.2,53.2,64.0,48.333333333333336,17.816666666666666
72.0,73.0,18000.0,26.0,185.0,77.0,1.0,94.0,64.0,63.0,70.0,56.5,59.0,1.0,German 1. Bundesliga,VfL Bochum 1848,G. Holtmann,58.0,60.2,79.4,63.8,56.166666666666664,15.633333333333333
72.0,78.0,27000.0,24.0,190.0,83.0,1.0,53.0,30.0,50.0,53.0,70.0,76.0,0.0,English Premier League,Watford,F. Sierralta,48.6,41.0,52.4,56.2,50.0,15.733333333333334
72.0,72.0,14000.0,31.0,177.0,74.0,1.0,69.0,69.0,75.0,74.0,49.25,65.0,1.0,French Ligue 1,Clermont Foot 63,J. Berthomier,71.0,74.0,71.4,72.2,68.33333333333333,17.45
72.0,74.0,10000.0,27.0,196.0,87.0,1.0,63.8,45.2,55.9,61.4,25.575,68.2,0.0,French Ligue 1,Clermont Foot 63,A. Desmas,17.0,16.0,36.6,37.2,22.166666666666668,64.83333333333333
72.0,78.0,15000.0,23.0,193.0,90.0,1.0,50.0,55.0,65.0,66.0,70.5,84.0,0.0,French Ligue 1,RC Strasbourg Alsace,I. Sissoko,55.4,61.8,50.0,74.2,67.33333333333333,16.349999999999998
72.0,76.0,20000.0,25.0,176.0,70.0,1.0,77.0,65.0,68.0,75.0,72.0,81.0,0.0,English Premier League,Watford,O. Etebo,65.2,69.6,77.8,78.2,69.5,17.383333333333333
72.0,72.0,13000.0,30.0,180.0,72.0,1.0,70.0,46.0,65.0,68.0,73.25,74.0,0.0,French Ligue 1,ESTAC Troyes,O. El Hajjam,54.8,61.2,68.2,66.8,61.5,15.65
72.0,75.0,23000.0,26.0,190.0,79.0,1.0,71.0,34.0,59.0,64.0,75.25,70.0,0.0,French Ligue 1,Olympique de Marseille,Luan Peres,54.4,56.2,67.2,58.0,50.5,14.049999999999999
72.0,78.0,14000.0,23.0,188.0,75.0,1.0,87.0,37.0,55.0,63.0,73.5,71.0,0.0,German 1. Bundesliga,VfL Bochum 1848,M. Leitsch,49.8,53.4,72.4,59.4,54.833333333333336,17.283333333333335
72.0,78.0,16000.0,25.0,188.0,83.0,1.0,63.0,48.0,65.0,65.0,70.5,75.0,1.0,French Ligue 1,Stade de Reims,M. Munetsi,54.0,59.0,59.8,66.6,59.833333333333336,16.016666666666666
72.0,73.0,13000.0,28.0,188.0,85.0,1.0,43.0,28.0,45.0,53.0,71.25,80.0,0.0,French Ligue 1,ESTAC Troyes,Y. Salmier,41.0,43.6,48.2,62.6,49.666666666666664,15.65
72.0,73.0,19000.0,26.0,188.0,82.0,1.0,69.0,65.0,70.0,71.0,59.0,77.0,1.0,German 1. Bundesliga,VfB Stuttgart,P. Förster,59.4,67.4,68.0,71.6,66.5,12.633333333333333
72.0,80.0,14000.0,22.0,178.0,72.0,1.0,77.0,37.0,61.0,66.0,72.75,71.0,0.0,French Ligue 1,Montpellier Hérault SC,N. Cozza,50.6,58.2,71.6,59.6,60.0,15.950000000000001
72.0,77.0,42000.0,23.0,185.0,80.0,1.0,62.0,42.0,48.0,55.0,71.75,75.0,0.0,French Ligue 1,Stade de Reims,A. Gravillon,50.6,46.4,59.2,64.8,51.5,17.033333333333335
72.0,76.0,32000.0,23.0,182.0,73.0,1.0,59.0,63.0,70.0,73.0,65.0,68.0,1.0,German 1. Bundesliga,VfL Bochum 1848,E. Rexhbeçaj,62.2,62.4,66.2,67.8,65.5,16.166666666666668
72.0,80.0,13000.0,21.0,174.0,67.0,1.0,67.0,56.0,66.0,77.0,69.5,61.0,1.0,German 1. Bundesliga,1. FSV Mainz 05,L. Barreiro Martins,57.8,65.6,76.6,65.2,63.0,13.983333333333334
72.0,86.0,43000.0,20.0,170.0,66.0,1.0,67.0,54.0,70.0,73.0,68.25,55.0,0.0,English Premier League,Norwich City,B. Gilmour,59.8,66.4,72.6,54.8,65.33333333333333,15.866666666666667
72.0,73.0,14000.0,26.0,172.0,70.0,1.0,86.0,69.0,63.0,74.0,27.25,51.0,1.0,French Ligue 1,Clermont Foot 63,J. Allevinah,62.6,64.0,77.6,60.4,54.833333333333336,17.95
72.0,75.0,15000.0,25.0,179.0,74.0,1.0,70.0,40.0,61.0,70.0,67.75,71.0,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,M. Meyerhöfer,53.4,53.8,72.0,59.2,54.666666666666664,13.799999999999999
72.0,82.0,14000.0,20.0,173.0,65.0,1.0,78.0,48.0,63.0,73.0,68.5,70.0,0.0,French Ligue 1,OGC Nice,M. Bard,54.6,59.4,76.2,63.4,61.666666666666664,15.783333333333333
72.0,83.0,16000.0,19.0,170.0,63.0,1.0,83.0,64.0,68.0,73.0,18.25,49.0,1.0,French Ligue 1,Olympique de Marseille,K. de la Fuente,61.0,62.8,77.4,55.8,50.0,18.016666666666666
72.0,81.0,11000.0,20.0,190.0,78.0,1.0,68.0,47.9,57.8,64.5,23.375,67.9,0.0,French Ligue 1,AS Saint-Étienne,E. Green,12.8,14.8,36.8,41.2,18.833333333333332,63.833333333333336
71.0,71.0,11000.0,32.0,183.0,73.0,1.0,41.0,31.0,39.0,52.0,71.75,78.0,0.0,French Ligue 1,Clermont Foot 63,F. Ogier,37.6,44.2,53.2,67.4,51.166666666666664,14.483333333333334
71.0,72.0,15000.0,26.0,173.0,70.0,1.0,74.0,68.0,66.0,76.0,30.75,60.0,1.0,German 1. Bundesliga,SpVgg Greuther Fürth,J. Green,66.6,67.6,77.2,67.2,53.5,16.633333333333333
71.0,73.0,28000.0,26.0,194.0,84.0,1.0,76.0,70.0,53.0,67.0,35.25,75.0,1.0,German 1. Bundesliga,Hertha BSC,D. Selke,65.2,54.4,69.8,70.8,62.0,16.333333333333332
71.0,71.0,15000.0,27.0,164.0,64.0,1.0,91.0,66.0,60.0,75.0,25.75,53.0,1.0,French Ligue 1,Angers SCO,J. Cabot,58.6,61.2,85.6,64.6,50.166666666666664,18.133333333333333
71.0,72.0,15000.0,27.0,178.0,74.0,1.0,70.0,66.0,69.0,71.0,66.0,71.0,1.0,German 1. Bundesliga,DSC Arminia Bielefeld,A. Schöpf,62.6,67.8,72.4,71.0,66.5,16.516666666666666
71.0,71.0,11000.0,27.0,167.0,67.0,1.0,85.0,59.0,63.0,69.0,66.5,61.0,0.0,French Ligue 1,Clermont Foot 63,V. Nsimba,56.6,59.8,82.8,69.0,62.166666666666664,13.983333333333334
71.0,77.0,29000.0,24.0,189.0,81.0,1.0,68.0,72.0,60.0,66.0,33.75,74.0,1.0,German 1. Bundesliga,SpVgg Greuther Fürth,C. Itten,69.8,54.2,65.0,73.8,58.166666666666664,14.25
71.0,79.0,12000.0,23.0,182.0,71.0,1.0,81.0,37.0,60.0,69.0,68.75,66.0,0.0,German 1. Bundesliga,FC Augsburg,R. Gumny,51.2,54.4,75.8,60.0,54.5,15.15
71.0,72.0,18000.0,26.0,184.0,83.0,1.0,70.0,72.0,50.0,59.0,36.75,78.0,1.0,German 1. Bundesliga,Sport-Club Freiburg,L. Höler,63.8,48.4,68.6,76.8,58.166666666666664,15.799999999999999
71.0,76.0,14000.0,23.0,183.0,78.0,1.0,69.0,68.0,67.0,73.0,53.25,70.0,1.0,German 1. Bundesliga,FC Augsburg,F. Jensen,66.8,62.8,68.2,70.0,60.666666666666664,13.283333333333333
71.0,77.0,11000.0,23.0,173.0,69.0,1.0,69.0,67.0,68.0,74.0,48.5,61.0,1.0,French Ligue 1,FC Metz,A. Bassi,63.2,69.8,72.2,65.2,63.666666666666664,15.15
71.0,79.0,20000.0,21.0,180.0,70.0,1.0,74.0,37.0,56.0,66.0,72.5,65.0,0.0,English Premier League,Crystal Palace,T. Mitchell,50.2,54.2,74.2,52.6,57.833333333333336,16.55
71.0,81.0,13000.0,20.0,181.0,76.0,1.0,79.0,68.0,61.0,75.0,34.25,69.0,1.0,German 1. Bundesliga,1. FSV Mainz 05,J. Burkardt,63.8,60.2,74.0,69.2,58.0,15.816666666666668
71.0,81.0,9000.0,21.0,170.0,58.0,1.0,63.0,53.0,73.0,75.0,56.75,46.0,1.0,French Ligue 1,FC Lorient,E. Le Fée,57.4,72.6,69.8,54.6,64.0,16.483333333333334
71.0,78.0,13000.0,22.0,178.0,64.0,1.0,75.0,56.0,64.0,71.0,66.5,65.0,0.0,French Ligue 1,FC Girondins de Bordeaux,G. Mensah,62.0,63.6,73.4,63.8,61.666666666666664,15.15
71.0,85.0,8000.0,19.0,190.0,87.0,1.0,76.0,25.0,50.0,47.0,70.75,74.0,0.0,German 1. Bundesliga,VfL Bochum 1848,A. Bella Kotchap,41.6,40.2,65.2,56.0,50.333333333333336,15.816666666666668
71.0,83.0,9000.0,19.0,170.0,65.0,1.0,78.0,64.0,67.0,76.0,33.75,49.0,1.0,French Ligue 1,Stade de Reims,N. Mbuku,63.2,67.2,77.6,54.6,54.5,15.483333333333334
71.0,82.0,10000.0,19.0,178.0,72.0,1.0,76.0,69.0,65.0,70.0,38.0,64.0,1.0,German 1. Bundesliga,1. FC Köln,J. Thielmann,64.2,63.6,74.2,68.6,59.833333333333336,17.150000000000002
70.0,70.0,10000.0,29.0,184.0,66.0,1.0,53.0,36.0,58.0,58.0,71.75,72.0,0.0,French Ligue 1,ESTAC Troyes,J. Giraudon,51.0,53.4,54.0,61.4,53.666666666666664,14.15
70.0,73.0,20000.0,26.0,191.0,81.0,1.0,66.0,50.9,62.8,66.4,25.725,72.9,0.0,English Premier League,Watford,D. Bachmann,19.2,23.6,49.0,46.8,31.333333333333332,64.16666666666667
70.0,75.0,13000.0,26.0,191.0,83.0,1.0,75.0,44.0,46.0,45.0,67.25,82.0,0.0,French Ligue 1,FC Girondins de Bordeaux,S. Gregersen,46.6,45.0,58.4,68.6,57.166666666666664,14.983333333333334
70.0,74.0,9000.0,25.0,178.0,68.0,1.0,69.0,42.0,62.0,69.0,69.75,69.0,0.0,French Ligue 1,FC Metz,M. Udol,56.4,59.2,70.0,56.0,60.333333333333336,16.816666666666666
70.0,78.0,11000.0,21.0,179.0,69.0,1.0,82.0,57.0,60.0,75.0,34.25,57.0,1.0,German 1. Bundesliga,Sport-Club Freiburg,Jeong Woo Yeong,59.6,56.4,79.4,54.4,53.0,13.983333333333334
70.0,77.0,9000.0,24.0,177.0,68.0,1.0,67.0,52.0,67.0,71.0,66.5,73.0,1.0,French Ligue 1,ESTAC Troyes,R. Kouamé,56.2,61.6,70.0,67.8,65.5,14.15
70.0,78.0,11000.0,23.0,165.0,63.0,1.0,72.0,57.0,68.0,75.0,64.5,62.0,1.0,French Ligue 1,Stade de Reims,Moreto Cassamá,59.0,67.8,78.4,64.2,66.83333333333333,15.483333333333334
70.0,78.0,29000.0,24.0,195.0,80.0,1.0,58.0,42.0,59.0,62.0,70.0,74.0,0.0,English Premier League,Wolverhampton Wanderers,M. Kilman,52.6,55.2,57.2,61.4,58.333333333333336,15.416666666666666
70.0,76.0,11000.0,23.0,191.0,76.0,1.0,66.0,38.0,55.0,58.0,73.5,74.0,1.0,German 1. Bundesliga,DSC Arminia Bielefeld,F. Kunze,50.2,48.6,59.6,57.2,57.166666666666664,15.316666666666668
70.0,80.0,8000.0,19.0,179.0,70.0,1.0,69.0,54.0,71.0,73.0,60.25,64.0,0.0,French Ligue 1,Montpellier Hérault SC,J. Chotard,58.0,67.8,71.0,62.4,66.66666666666667,15.15
70.0,79.0,27000.0,22.0,177.0,73.0,1.0,86.0,68.0,59.0,76.0,24.5,54.0,1.0,German 1. Bundesliga,VfB Stuttgart,O. Marmoush,61.6,61.8,81.6,63.6,58.333333333333336,16.900000000000002
70.0,77.0,11000.0,22.0,170.0,68.0,1.0,87.0,63.0,62.0,76.0,27.5,62.0,1.0,French Ligue 1,FC Nantes,O. Bukari,58.8,61.2,81.2,66.8,57.5,14.983333333333334
70.0,82.0,14000.0,18.0,184.0,70.0,1.0,67.0,63.0,68.0,71.0,66.25,58.0,1.0,French Ligue 1,FC Metz,P. Sarr,62.0,63.8,65.6,61.2,63.666666666666664,16.116666666666667
69.0,69.0,12000.0,30.0,192.0,92.0,1.0,70.0,68.0,53.0,61.0,21.5,85.0,1.0,German 1. Bundesliga,VfL Bochum 1848,S. Polter,63.4,51.8,62.0,75.0,61.5,15.983333333333334
69.0,69.0,13000.0,29.0,182.0,75.0,1.0,66.0,52.0,64.0,65.0,66.5,74.0,0.0,German 1. Bundesliga,1. FC Union Berlin,N. Gießelmann,58.2,64.8,66.6,71.0,62.0,16.150000000000002
69.0,72.0,12000.0,26.0,182.0,75.0,1.0,60.0,50.0,63.0,64.0,69.0,70.0,0.0,German 1. Bundesliga,1. FC Köln,B. Schmitz,54.6,61.0,64.2,68.4,59.5,17.483333333333334
69.0,69.0,8000.0,32.0,171.0,69.0,1.0,56.0,59.0,68.0,65.0,66.75,62.0,0.0,French Ligue 1,Clermont Foot 63,J. Iglesias,59.2,61.2,63.4,58.4,63.666666666666664,15.316666666666668
69.0,74.0,13000.0,22.0,187.0,71.0,1.0,47.0,35.0,49.0,54.0,70.0,69.0,0.0,French Ligue 1,RC Strasbourg Alsace,L. Perrin,45.0,44.2,51.6,60.0,50.0,16.483333333333334
69.0,77.0,8000.0,21.0,189.0,84.0,1.0,47.0,26.0,47.0,49.0,70.5,71.0,0.0,German 1. Bundesliga,SpVgg Greuther Fürth,M. Bauer,42.8,41.4,54.2,55.8,46.666666666666664,16.816666666666666
69.0,80.0,10000.0,20.0,179.0,71.0,1.0,74.0,58.0,64.0,76.0,33.5,47.0,1.0,German 1. Bundesliga,VfB Stuttgart,M. Klimowicz,55.6,64.8,76.0,51.6,56.333333333333336,16.316666666666666
69.0,76.0,6000.0,21.0,184.0,78.0,1.0,68.0,36.0,56.0,64.0,67.75,73.0,0.0,French Ligue 1,Stade Brestois 29,L. Brassier,49.0,52.4,64.2,58.2,57.666666666666664,13.15
69.0,80.0,8000.0,19.0,185.0,72.0,1.0,73.0,70.0,54.0,68.0,18.5,66.0,1.0,French Ligue 1,Stade de Reims,E. Touré,60.8,55.4,68.6,67.6,54.166666666666664,16.316666666666666
69.0,81.0,4000.0,18.0,185.0,78.0,1.0,63.0,41.0,54.0,60.0,69.0,66.0,0.0,French Ligue 1,AS Saint-Étienne,S. Sow,48.6,52.0,59.0,57.2,55.833333333333336,13.816666666666668
69.0,76.0,9000.0,22.0,186.0,86.0,1.0,65.0,33.0,43.0,51.0,67.75,75.0,0.0,French Ligue 1,Montpellier Hérault SC,Matheus Thuler,43.4,41.4,58.2,61.2,50.5,15.316666666666668
68.0,69.0,9000.0,26.0,181.0,76.0,1.0,68.0,52.0,60.0,67.0,69.75,69.0,0.0,German 1. Bundesliga,DSC Arminia Bielefeld,J. Laursen,51.0,56.2,68.4,64.2,55.833333333333336,17.650000000000002
68.0,73.0,6000.0,23.0,184.0,73.0,1.0,76.0,42.0,60.0,62.0,64.5,70.0,0.0,French Ligue 1,FC Lorient,H. Mendes,56.2,55.0,65.4,61.4,53.166666666666664,14.65
